-73.9879	40.7379
-73.956	40.7796
-73.9557	40.6895
-73.984	40.7546
-73.9591	40.7693
-73.9822	40.7831
0	0
-73.9821	40.7768
-73.9848	40.7419
0	0
-73.9912	40.73
-73.791	40.6459
-73.9861	40.7559
-73.9536	40.771
-74.0073	40.7418
-74.0268	40.6564
-73.9512	40.7787
-74.0055	40.7401
-73.9844	40.76
-74.0033	40.7514
-73.967	40.7666
-73.9729	40.7826
-73.9942	40.7511
-73.9721	40.7509
-73.9814	40.7441
-73.9941	40.7513
-73.9577	40.7684
-73.9877	40.75
-73.9682	40.7649
-73.9235	40.761
-73.9594	40.809
-73.9708	40.7618
-73.9908	40.7508
-73.9835	40.7586
-73.9859	40.7628
-73.9708	40.762
-73.9916	40.7598
-73.9867	40.7666
-73.9816	40.7579
-73.9941	40.7512
-73.9947	40.7185
-73.9896	40.7353
-73.9984	40.7405
-74.0078	40.7409
-73.9747	40.7921
-73.9767	40.7886
-73.9656	40.7712
-73.9997	40.7581
0	0
-73.9918	40.7443
-73.9549	40.7683
-73.9502	40.7799
-73.9874	40.7702
-73.9718	40.7646
-74.0076	40.7264
-73.986	40.7626
-73.9872	40.7687
-74.0009	40.7256
-73.996	40.726
-73.9655	40.7687
-73.9804	40.7491
-73.956	40.7637
-73.9855	40.7309
-73.9741	40.7633
-73.9667	40.7571
-74.0018	40.7337
-73.9837	40.7663
-73.9728	40.7468
-73.9857	40.7555
-73.9647	40.764
-73.9888	40.7593
-74.0152	40.7094
-73.9662	40.7654
-73.9959	40.7386
-73.9623	40.7567
-73.9731	40.7544
-73.8677	40.7327
-73.9608	40.7968
-73.9946	40.7455
-73.9817	40.7739
-73.9923	40.7213
-73.9913	40.7499
-73.9827	40.7664
-73.9821	40.7626
-74.0106	40.7094
-73.9625	40.7727
-73.968	40.7873
-73.987	40.7611
-73.9981	40.7329
-73.8813	40.7447
-73.9966	40.6856
-73.9683	40.7998
-74.0017	40.7338
-73.9756	40.7628
-73.9852	40.7278
-73.9855	40.7316
-73.871	40.7737
-73.9782	40.7512
-73.9942	40.7513
-73.9976	40.7448
-74.006	40.7403
-73.967	40.7888
-73.977	40.7643
-73.9716	40.795
-74.0071	40.725
-73.9683	40.7554
-73.9878	40.744
-74.0044	40.7308
-73.9663	40.7621
-73.9844	40.7647
-73.9766	40.7904
-73.978	40.7294
-73.9823	40.7716
-73.9969	40.7238
-74.0037	40.7381
-73.9732	40.761
-73.9785	40.7831
-73.9843	40.7375
-74.0037	40.7225
-73.8745	40.7741
-73.9618	40.7628
-74.0033	40.7389
-74.0037	40.7385
-73.9833	40.7477
-73.9856	40.7443
-73.9639	40.7657
-73.9987	40.7577
-73.9809	40.7633
-73.9639	40.7747
-74.0107	40.7208
-73.9733	40.7637
-73.9955	40.7367
-73.9908	40.7598
-73.9766	40.7882
-74.021	40.7311
-73.9622	40.7734
-73.9733	40.7588
-73.9928	40.7627
-73.9713	40.761
-73.9909	40.7664
-73.9748	40.761
-73.9739	40.783
-74.0099	40.7042
-73.9889	40.7588
-73.9528	40.7765
-74.0071	40.744
-73.9745	40.7585
-73.9242	40.7661
-73.9729	40.7596
-73.9867	40.7501
-73.9897	40.7203
-74.0002	40.743
-73.9876	40.7327
-73.9868	40.7616
-74.0028	40.7334
-74.011	40.7026
-73.975	40.7554
-73.9653	40.7627
-73.999	40.7202
-73.9736	40.7438
-73.9557	40.7681
-73.9569	40.7812
-73.9772	40.763
-74.0049	40.7474
-73.867	40.7698
-73.9703	40.7523
-73.9889	40.7269
-73.9928	40.7586
-73.9929	40.7534
-74.0115	40.7112
-73.9981	40.7406
-73.9954	40.7191
-73.9907	40.7611
-73.9544	40.7786
-73.9894	40.7183
-73.9506	40.7612
-74.0074	40.7303
-73.9822	40.7781
-73.9955	40.7237
-74.0078	40.7053
-73.98	40.7758
-73.9771	40.7642
-74.0001	40.7269
-73.981	40.6893
-73.9772	40.7586
-73.9877	40.7433
-73.8268	40.6941
-73.9786	40.7366
-73.9883	40.7454
-73.8737	40.7741
-73.9824	40.769
-73.9726	40.7959
-73.984	40.7808
-73.9992	40.7342
-73.9698	40.7573
-73.9921	40.7498
-73.9878	40.7214
-73.8628	40.7691
-73.9565	40.7757
-73.9486	40.774
-73.9734	40.795
-73.97	40.761
-73.9878	40.7284
-73.9961	40.7442
-73.9751	40.7619
-74.0059	40.7452
-74.002	40.7508
-74.0095	40.7127
-73.9943	40.7513
-73.9895	40.7329
-74.0137	40.7077
-73.9924	40.7495
-73.9787	40.7627
-74.0055	40.7368
-74.0065	40.7367
-73.9875	40.7225
-74.0109	40.7165
-73.9782	40.7481
-73.9823	40.7742
-73.969	40.7592
-73.9475	40.8152
-73.9859	40.7584
-73.9779	40.7458
-73.9977	40.7413
-73.8659	40.7783
-73.9863	40.7436
-73.9895	40.7358
-74.0081	40.7385
-73.989	40.7324
-73.969	40.801
-73.9778	40.7461
-73.9549	40.7891
-73.9877	40.7552
-73.988	40.7218
-73.9842	40.7549
-73.9917	40.7501
-73.9873	40.7474
-73.9898	40.7405
-73.9588	40.7732
-73.9507	40.7612
-73.981	40.7207
-73.9828	40.7451
-73.9776	40.7494
-73.9864	40.7719
-74.0025	40.7502
-73.9854	40.757
-74.0058	40.7454
-73.9675	40.793
-73.9679	40.7558
-73.9663	40.7541
-73.9942	40.751
-73.9698	40.6895
-73.9972	40.6843
-73.956	40.78
-74.007	40.7206
-73.9916	40.7506
-73.9709	40.7952
-73.9573	40.7802
-74.0068	40.7357
-73.9634	40.7578
-73.9875	40.7446
-73.9627	40.7993
-73.9895	40.7204
-73.9755	40.7613
